month,year,temp,dew,humidity,precip,windspeed,conditions
Sep,2022,22.0,5.6,37.0,0.0,20.5,Partially cloudy
Oct,2022,21.5,7.0,41.2,0.0,24.1,Partially cloudy
Oct,2022,19.4,4.0,37.9,0.0,16.5,Clear
Oct,2022,18.9,2.9,35.9,0.0,25.8,Partially cloudy
Oct,2022,19.4,4.4,38.4,0.0,20.5,Partially cloudy
Oct,2022,17.1,10.7,67.9,3.436,18.2,"Rain, Partially cloudy"
Oct,2022,18.8,12.5,68.8,0.0,22.1,Partially cloudy
Oct,2022,17.0,11.6,71.0,0.793,33.4,"Rain, Overcast"
Oct,2022,11.8,9.8,87.4,4.321,20.4,"Rain, Overcast"
Oct,2022,13.8,11.5,86.3,4.683,16.4,"Rain, Partially cloudy"
Oct,2022,14.7,12.9,88.3,13.19,24.0,"Rain, Partially cloudy"
Oct,2022,18.8,11.8,67.3,0.0,29.5,Partially cloudy
Oct,2022,18.9,7.6,50.6,0.0,33.5,Clear
Oct,2022,14.8,3.5,50.7,0.0,22.3,Clear
Oct,2022,18.3,6.2,47.4,0.0,29.5,Partially cloudy
Oct,2022,21.4,14.1,65.2,0.0,24.0,Partially cloudy
Oct,2022,14.9,11.4,80.9,13.213,37.0,"Rain, Overcast"
Oct,2022,12.6,8.3,75.5,1.286,22.3,"Rain, Overcast"
Oct,2022,13.3,9.3,77.1,0.0,16.5,Partially cloudy
Oct,2022,14.2,6.6,65.5,0.0,22.3,Partially cloudy
Oct,2022,16.6,3.9,51.2,0.0,20.4,Clear
Oct,2022,18.3,3.8,44.2,0.0,31.7,Clear
Oct,2022,21.3,8.1,44.8,0.0,38.8,Partially cloudy
Oct,2022,22.5,11.4,51.6,0.0,40.7,Partially cloudy
Oct,2022,12.9,9.1,78.8,7.777,48.2,"Rain, Partially cloudy"
Oct,2022,9.4,2.2,66.0,0.037,20.5,Rain
Oct,2022,12.5,2.3,54.2,0.002,31.6,Rain
Oct,2022,14.3,4.4,55.9,0.0,29.4,Partially cloudy
Oct,2022,10.3,7.7,84.7,8.256,37.0,"Rain, Overcast"
Oct,2022,10.6,4.7,71.0,0.0,18.3,Clear
Oct,2022,12.2,5.4,66.5,0.0,14.7,Partially cloudy
Oct,2022,13.7,6.5,65.3,0.0,24.1,Partially cloudy
Nov,2022,14.5,8.8,70.3,0.0,29.5,Partially cloudy
Nov,2022,16.1,11.4,75.5,0.0,33.4,Partially cloudy
Nov,2022,18.6,12.6,71.0,0.0,40.4,Partially cloudy
Nov,2022,11.5,5.8,70.9,0.541,46.2,"Rain, Partially cloudy"
Nov,2022,11.1,-2.1,47.6,0.0,48.1,Partially cloudy
Nov,2022,15.3,0.6,39.3,0.0,31.5,Partially cloudy
Nov,2022,13.3,8.4,73.6,0.0,22.3,Partially cloudy
Nov,2022,18.4,14.6,79.7,0.0,44.5,Partially cloudy
Nov,2022,19.9,14.6,73.0,0.0,49.9,Partially cloudy
Nov,2022,18.0,7.1,55.9,0.298,40.6,"Rain, Partially cloudy"
Nov,2022,4.8,-6.2,46.1,0.0,38.9,Partially cloudy
Nov,2022,2.9,-8.5,46.9,0.0,18.3,Partially cloudy
Nov,2022,5.2,-5.1,49.7,0.0,38.8,Partially cloudy
Nov,2022,1.9,-5.1,60.2,0.0,38.8,Partially cloudy
Nov,2022,1.0,-7.3,58.6,0.0,18.3,Partially cloudy
Nov,2022,3.9,-5.5,52.5,0.0,14.7,Partially cloudy
Nov,2022,4.2,-5.6,53.2,0.0,35.2,Clear
Nov,2022,-1.4,-6.3,69.7,0.0,37.0,Partially cloudy
Nov,2022,1.2,-7.7,53.2,0.0,18.4,Partially cloudy
Nov,2022,2.4,-8.4,48.6,0.0,20.5,Partially cloudy
Nov,2022,4.6,-2.6,62.9,0.0,18.3,Clear
Nov,2022,6.9,-1.6,58.7,0.0,25.9,Partially cloudy
Nov,2022,8.7,5.2,81.2,0.0,29.5,Partially cloudy
Nov,2022,5.1,1.4,77.9,2.091,38.9,"Rain, Partially cloudy"
Nov,2022,3.5,0.3,79.4,4.742,35.2,"Snow, Rain, Overcast"
Nov,2022,3.9,2.7,92.3,6.755,16.5,"Snow, Rain, Partially cloudy"
Nov,2022,5.2,0.8,74.7,0.0,24.1,Partially cloudy
Nov,2022,9.5,-0.7,52.3,0.0,38.7,Partially cloudy
Nov,2022,10.2,-2.8,44.7,0.0,42.3,Clear
Nov,2022,-0.8,-7.2,64.5,0.0,22.3,Partially cloudy
Dec,2022,5.0,-2.3,60.9,0.0,31.7,Partially cloudy
Dec,2022,12.4,2.4,57.3,0.0,42.5,Partially cloudy
Dec,2022,5.6,-8.3,37.6,0.0,37.0,Partially cloudy
Dec,2022,10.3,3.3,63.0,1.488,27.6,"Rain, Overcast"
Dec,2022,15.8,7.4,60.6,0.0,44.6,Partially cloudy
Dec,2022,12.7,6.5,68.3,0.0,16.5,Partially cloudy
Dec,2022,12.0,9.4,85.0,8.179,22.1,"Rain, Overcast"
Dec,2022,12.8,8.2,76.4,0.01,25.9,"Rain, Partially cloudy"
Dec,2022,7.1,4.3,82.5,0.596,16.5,"Rain, Overcast"
Dec,2022,9.8,6.2,80.7,0.0,18.3,Partially cloudy
Dec,2022,7.9,6.0,88.9,0.0,31.6,Partially cloudy
Dec,2022,14.3,10.6,81.5,0.496,40.6,"Rain, Partially cloudy"
Dec,2022,7.0,-4.1,48.0,0.002,44.6,"Rain, Partially cloudy"
Dec,2022,2.4,-6.3,54.0,0.0,20.5,Clear
Dec,2022,1.1,-6.3,60.5,0.0,29.4,Clear
Dec,2022,-0.1,-7.5,59.2,0.0,16.4,Partially cloudy
Dec,2022,0.3,-8.2,58.0,0.0,27.7,Clear
Dec,2022,3.2,-5.6,54.6,0.0,31.6,Partially cloudy
Dec,2022,6.5,-3.7,52.6,0.0,38.8,Clear
Dec,2022,1.3,-2.9,75.0,0.0,25.8,Partially cloudy
Dec,2022,5.0,-0.8,69.4,0.0,37.1,Partially cloudy
Dec,2022,-9.5,-17.8,51.6,0.0,46.4,Partially cloudy
Dec,2022,-11.0,-25.0,31.0,0.0,25.9,Partially cloudy
Dec,2022,-4.3,-20.1,29.5,0.0,20.5,Partially cloudy
Dec,2022,1.9,-11.3,39.6,0.0,25.9,Partially cloudy
Dec,2022,5.3,-4.6,51.4,0.0,35.3,Partially cloudy
Dec,2022,8.7,-3.9,44.3,0.0,40.7,Partially cloudy
Dec,2022,14.0,-5.4,27.4,0.0,44.6,Partially cloudy
Dec,2022,10.9,-3.3,39.6,0.0,48.2,Partially cloudy
Dec,2022,6.8,-4.6,46.4,0.0,20.5,Partially cloudy
Dec,2022,12.1,1.5,51.4,0.0,42.5,Partially cloudy
Jan,2023,14.6,1.8,43.9,0.0,25.9,Overcast
Jan,2023,11.6,0.0,47.4,0.0,59.4,Partially cloudy
Jan,2023,7.8,-4.8,42.8,0.0,57.6,Partially cloudy
Jan,2023,7.7,-6.2,40.4,0.0,40.7,Clear
Jan,2023,5.4,-6.0,47.7,0.0,27.7,Partially cloudy
Jan,2023,12.3,-6.1,29.6,0.0,33.5,Partially cloudy
Jan,2023,6.2,-5.1,45.0,0.0,24.1,Partially cloudy
Jan,2023,5.8,-4.6,51.6,0.0,22.3,Partially cloudy
Jan,2023,10.4,-4.9,40.8,0.0,33.5,Partially cloudy
Jan,2023,13.0,-6.4,29.2,0.0,48.2,Partially cloudy
Jan,2023,12.2,-7.3,28.5,0.0,57.6,Partially cloudy
Jan,2023,5.4,-3.3,55.1,0.0,42.5,Partially cloudy
Jan,2023,6.7,-6.6,43.9,0.0,31.7,Partially cloudy
Jan,2023,11.2,-6.1,31.3,0.0,33.5,Partially cloudy
Jan,2023,13.5,-4.7,29.9,0.0,66.6,Partially cloudy
Jan,2023,12.2,0.0,44.9,0.0,42.5,Partially cloudy
Jan,2023,12.0,2.1,52.6,0.0,31.7,Overcast
Jan,2023,8.4,-4.2,44.8,0.857,55.4,"Rain, Partially cloudy"
Jan,2023,3.1,-7.3,49.3,0.0,18.4,Partially cloudy
Jan,2023,6.5,-4.3,48.5,0.0,38.8,Partially cloudy
Jan,2023,4.0,-6.4,49.6,0.0,44.6,Clear
Jan,2023,1.8,-8.0,53.1,0.0,20.5,Clear
Jan,2023,3.2,-7.0,49.2,0.0,42.5,Partially cloudy
Jan,2023,-0.1,-1.9,88.4,13.186,27.5,"Snow, Overcast"
Jan,2023,-1.3,-5.4,74.4,0.0,22.2,Partially cloudy
Jan,2023,-0.3,-6.4,65.4,0.0,20.4,Clear
Jan,2023,4.8,-5.5,49.8,0.0,31.6,Clear
Jan,2023,7.3,-4.2,48.1,0.0,27.6,Partially cloudy
Jan,2023,-1.7,-4.9,79.5,0.0,25.8,Partially cloudy
Jan,2023,-6.4,-8.6,84.8,0.0,24.1,Overcast
Jan,2023,-5.5,-9.2,75.8,0.0,24.8,Overcast
Feb,2023,-2.5,-5.6,79.5,1.082,16.6,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Overcast"
Feb,2023,3.3,-4.1,64.6,0.0,27.6,Partially cloudy
Feb,2023,4.2,-6.0,52.3,0.0,24.1,Clear
Feb,2023,9.1,-3.9,43.5,0.0,42.4,Partially cloudy
Feb,2023,10.7,-6.9,36.1,0.0,38.9,Clear
Feb,2023,15.4,-3.9,32.4,0.0,46.2,Partially cloudy
Feb,2023,6.2,-2.7,53.5,0.0,44.7,Overcast
Feb,2023,6.5,-4.8,46.2,0.0,35.1,Partially cloudy
Feb,2023,3.6,-4.0,59.5,0.0,44.6,Partially cloudy
Feb,2023,0.6,-8.4,54.8,0.0,33.4,Partially cloudy
Feb,2023,2.4,-10.5,43.8,0.0,22.3,Partially cloudy
Feb,2023,9.3,-8.9,31.3,0.0,27.7,Partially cloudy
Feb,2023,8.6,-4.0,42.7,1.026,36.7,"Rain, Partially cloudy"
Feb,2023,10.2,-2.0,47.7,0.295,79.4,"Rain, Partially cloudy"
Feb,2023,7.5,-6.8,40.4,0.0,55.3,Partially cloudy
Feb,2023,-3.0,-12.5,50.4,0.0,40.5,Clear
Feb,2023,-0.2,-13.2,43.3,0.0,23.9,Partially cloudy
Feb,2023,4.8,-5.9,46.7,0.787,38.8,"Snow, Rain, Partially cloudy"
Feb,2023,11.1,2.1,55.3,0.0,38.9,Overcast
Feb,2023,16.1,4.2,48.3,0.0,51.9,Partially cloudy
Feb,2023,17.7,3.9,42.3,0.0,49.9,Partially cloudy
Feb,2023,14.3,-0.6,39.8,0.797,64.5,"Rain, Partially cloudy"
Feb,2023,5.7,-7.4,39.3,0.0,37.0,Partially cloudy
Feb,2023,0.0,-9.3,50.0,0.0,25.8,Partially cloudy
Feb,2023,5.5,-1.2,63.0,0.0,20.4,Overcast
Feb,2023,14.0,6.4,68.3,0.0,78.1,Partially cloudy
Feb,2023,11.7,-11.5,21.5,0.0,64.7,Clear
Feb,2023,13.0,-11.8,20.6,0.0,42.4,Partially cloudy
Mar,2023,11.4,-8.9,23.9,0.0,33.2,Partially cloudy
Mar,2023,9.5,-4.7,40.9,0.0,49.7,Partially cloudy
Mar,2023,9.6,-6.5,38.0,0.0,27.4,Clear
Mar,2023,10.2,-5.7,34.3,0.0,35.1,Clear
Mar,2023,15.8,-6.8,29.0,0.0,49.8,Partially cloudy
Mar,2023,16.3,-8.0,20.5,0.0,22.3,Partially cloudy
Mar,2023,12.2,1.1,50.7,0.0,33.2,Partially cloudy
Mar,2023,7.0,0.9,65.4,0.0,27.5,Overcast
Mar,2023,12.2,4.8,67.5,0.0,33.4,Overcast
Mar,2023,10.6,4.8,68.7,0.0,33.4,Overcast
Mar,2023,18.7,4.2,46.9,0.0,50.0,Partially cloudy
Mar,2023,10.9,-2.8,43.2,0.0,33.3,Partially cloudy
Mar,2023,7.0,-3.7,47.5,0.0,33.3,Partially cloudy
Mar,2023,7.7,-2.9,48.3,0.0,33.3,Partially cloudy
Mar,2023,14.6,4.8,57.0,0.0,48.2,Partially cloudy
Mar,2023,12.5,5.5,65.4,0.0,57.4,Partially cloudy
Mar,2023,4.2,-8.6,41.5,0.0,26.0,Partially cloudy
Mar,2023,3.9,-11.5,33.3,0.0,35.1,Partially cloudy
Mar,2023,6.0,-10.2,33.2,0.0,33.3,Partially cloudy
Mar,2023,9.2,-1.1,50.3,0.0,36.9,Partially cloudy
Mar,2023,14.7,3.6,54.1,0.0,40.6,Partially cloudy
Mar,2023,19.8,0.8,31.7,0.0,42.4,Partially cloudy
Mar,2023,17.7,-0.7,30.5,0.0,25.6,Partially cloudy
Mar,2023,13.2,-3.5,37.4,0.0,55.3,Partially cloudy
Mar,2023,11.8,-9.6,25.0,0.0,53.5,Clear
Mar,2023,8.7,-9.8,27.8,0.0,33.3,Clear
Mar,2023,8.9,-4.1,43.9,0.0,33.7,Partially cloudy
Mar,2023,6.5,-11.9,27.5,0.0,46.1,Partially cloudy
Mar,2023,13.7,-2.4,33.6,0.0,33.3,Partially cloudy
Mar,2023,17.2,7.9,57.3,0.0,49.7,Partially cloudy
Mar,2023,14.9,-5.1,35.2,0.0,64.7,Clear
Apr,2023,12.5,-9.9,21.6,0.0,29.5,Partially cloudy
Apr,2023,18.2,-7.8,21.3,0.0,44.3,Clear
Apr,2023,20.6,-14.0,11.1,0.0,49.8,Partially cloudy
Apr,2023,20.6,-16.0,7.8,0.0,70.4,Partially cloudy
Apr,2023,9.5,-13.8,18.4,0.0,40.5,Partially cloudy
Apr,2023,9.4,-8.8,29.9,0.0,29.4,Partially cloudy
Apr,2023,9.4,-9.5,31.1,0.0,24.0,Partially cloudy
Apr,2023,13.5,-0.3,40.7,0.0,24.0,Partially cloudy
Apr,2023,16.7,8.0,59.3,0.984,36.8,"Rain, Partially cloudy"
Apr,2023,16.9,6.0,59.1,0.984,20.6,"Rain, Partially cloudy"
Apr,2023,19.1,6.9,50.0,0.0,36.8,Clear
Apr,2023,19.8,6.9,47.6,0.0,35.1,Clear
Apr,2023,20.1,4.0,38.9,0.0,42.2,Partially cloudy
Apr,2023,22.2,-0.9,29.4,0.0,42.3,Partially cloudy
Apr,2023,15.3,-1.5,34.9,0.0,36.8,Clear
Apr,2023,11.9,-5.1,34.0,0.0,18.2,Clear
Apr,2023,17.8,-0.1,30.8,0.0,44.4,Partially cloudy
Apr,2023,22.5,0.8,35.1,0.0,35.0,Clear
Apr,2023,23.9,-5.0,21.7,0.0,51.6,Partially cloudy
Apr,2023,17.6,-5.8,22.2,0.0,44.4,Partially cloudy
Apr,2023,15.4,-9.9,18.3,0.0,29.2,Partially cloudy
Apr,2023,11.0,-5.3,32.5,0.0,42.4,Partially cloudy
Apr,2023,6.3,0.7,68.7,0.787,31.4,"Rain, Overcast"
Apr,2023,9.2,4.8,74.4,0.0,24.1,Overcast
Apr,2023,16.6,8.2,61.7,0.0,35.0,Partially cloudy
